token_id,variable_index,variable_name,token_type,value_average,value_median,range_start,range_end,count,probability,variable_sample_count,is_constant,is_binary,variable_group,duplicate_of
431,46,T_006:SNQ,range,0.9354801631,0.9345884323,0.9192911983,0.9551639547,19576,0.1000286146,195704,False,False,boundary,
432,46,T_006:SNQ,range,0.9755894753,0.9800086021,0.9551639557,0.9961742153,19576,0.1000286146,195704,False,False,boundary,
433,46,T_006:SNQ,range,1.0169634229,1.0164752007,0.9961742163,1.0405962457,19607,0.1001870171,195704,False,False,boundary,
434,46,T_006:SNQ,range,1.0590544144,1.0584584475,1.0405962467,1.0780996074,19606,0.1001819074,195704,False,False,boundary,
435,46,T_006:SNQ,range,1.1013531911,1.1021940708,1.0780996084,1.1234064092,19550,0.0998957609,195704,False,False,boundary,
436,46,T_006:SNQ,range,1.1452830475,1.1399948597,1.1234064102,1.1767418375,19546,0.0998753219,195704,False,False,boundary,
437,46,T_006:SNQ,range,1.2161875921,1.2061821222,1.1767418385,1.2599996328,19515,0.0997169194,195704,False,False,boundary,
438,47,T_007:SNQ,range,0.7814836837,0.7898793817,0.7400010824,0.8178789010,19575,0.1000235049,195704,False,False,boundary,
439,47,T_007:SNQ,range,0.8500512961,0.8553996086,0.8178789020,0.8729690899,19577,0.1000337244,195704,False,False,boundary,
440,47,T_007:SNQ,range,0.8918230112,0.8934775591,0.8729690909,0.9126519551,19578,0.1000388342,195704,False,False,boundary,
441,47,T_007:SNQ,range,0.9327139013,0.9318946600,0.9126519561,0.9523262968,19576,0.1000286146,195704,False,False,boundary,
442,47,T_007:SNQ,range,0.9721025682,0.9737007022,0.9523262978,0.9929062118,19578,0.1000388342,195704,False,False,boundary,
443,47,T_007:SNQ,range,1.0135799860,1.0139967203,0.9929062128,1.0398794403,19575,0.1000235049,195704,False,False,boundary,
444,47,T_007:SNQ,range,1.0571107746,1.0568108559,1.0398794413,1.0772685995,19605,0.1001767976,195704,False,False,boundary,
445,47,T_007:SNQ,range,1.1001755668,1.1015442610,1.0772686005,1.1230149259,19548,0.0998855414,195704,False,False,boundary,
446,47,T_007:SNQ,range,1.1470359600,1.1401758194,1.1230149269,1.1819999208,19546,0.0998753219,195704,False,False,boundary,
447,47,T_007:SNQ,range,1.2233487209,1.2181848288,1.1819999218,1.2786613703,19546,0.0998753219,195704,False,False,boundary,
448,48,N_001_v000,range,0.6834990959,0.6871489882,0.5979033709,0.7444422831,19586,0.1000797122,195704,False,False,equipment,
449,48,N_001_v000,range,0.7943518976,0.7951903641,0.7444422841,0.8430677046,19578,0.1000388342,195704,False,False,equipment,
450,48,N_001_v000,range,0.8841877098,0.8851223588,0.8430677056,0.9205705513,19583,0.1000643829,195704,False,False,equipment,
451,48,N_001_v000,range,0.9503802159,0.9518034458,0.9205705523,0.9757340540,19571,0.1000030659,195704,False,False,equipment,
452,48,N_001_v000,range,0.9939281366,0.9956483841,0.9757340550,1.0088415136,20414,0.1043105915,195704,False,False,equipment,
453,48,N_001_v000,range,1.0309785951,1.0302975178,1.0088415146,1.0556285371,19395,0.0991037485,195704,False,False,equipment,
454,48,N_001_v000,range,1.0852494652,1.0847401619,1.0556285381,1.1161195030,19447,0.0993694559,195704,False,False,equipment,
455,48,N_001_v000,range,1.1545904313,1.1532474756,1.1161195040,1.1957000484,19391,0.0990833095,195704,False,False,equipment,
456,48,N_001_v000,range,1.2402780216,1.2398293018,1.1957000494,1.2852354040,19389,0.0990730900,195704,False,False,equipment,
457,48,N_001_v000,range,1.3366472987,1.3341085315,1.2852354050,1.4566494226,19350,0.0988738094,195704,False,False,equipment,
458,49,N_002_v000,range,0.6128117622,0.6173828840,0.4646957517,0.6879887571,19570,0.0999979561,195704,False,False,equipment,
459,49,N_002_v000,range,0.7490756919,0.7509482503,0.6879887581,0.8071074476,19572,0.1000081756,195704,False,False,equipment,
460,49,N_002_v000,range,0.8579520969,0.8586279154,0.8071074486,0.9034200301,19573,0.1000132854,195704,False,False,equipment,
461,49,N_002_v000,range,0.9388606733,0.9403905272,0.9034200311,0.9688192000,19628,0.1002943220,195704,False,False,equipment,
462,49,N_002_v000,range,0.9916963141,0.9940348566,0.9688192010,1.0090310564,19592,0.1001103708,195704,False,False,equipment,
463,49,N_002_v000,range,1.0360721321,1.0348802805,1.0090310574,1.0661470880,19575,0.1000235049,195704,False,False,equipment,
464,49,N_002_v000,range,1.1023844115,1.1023414135,1.0661470890,1.1407731761,19577,0.1000337244,195704,False,False,equipment,
465,49,N_002_v000,range,1.1868064681,1.1873587370,1.1407731771,1.2362852087,19544,0.0998651024,195704,False,False,equipment,
466,49,N_002_v000,range,1.2917396642,1.2906678319,1.2362852097,1.3485319604,19552,0.0999059805,195704,False,False,equipment,
467,49,N_002_v000,range,1.4110356862,1.4048885107,1.3485319614,1.5914683342,19521,0.0997475780,195704,False,False,equipment,
468,50,N_003_v000,range,0.6993982380,0.7032566667,0.5674289465,0.7586067309,19576,0.1000286146,195704,False,False,equipment,
469,50,N_003_v000,range,0.8057677692,0.8069641590,0.7586067319,0.8511480679,19570,0.0999979561,195704,False,False,equipment,
470,50,N_003_v000,range,0.8903196994,0.8906686306,0.8511480689,0.9256629934,19573,0.1000132854,195704,False,False,equipment,
471,50,N_003_v000,range,0.9521797095,0.9526384473,0.9256629944,0.9761218419,19638,0.1003454196,195704,False,False,equipment,
472,50,N_003_v000,range,0.9943070908,0.9955695868,0.9761218429,1.0087881078,20273,0.1035901157,195704,False,False,equipment,
473,50,N_003_v000,range,1.0293948667,1.0285788774,1.0087881088,1.0519448509,19450,0.0993847852,195704,False,False,equipment,
474,50,N_003_v000,range,1.0810627892,1.0803103447,1.0519448519,1.1117055406,19479,0.0995329682,195704,False,False,equipment,
475,50,N_003_v000,range,1.1469672638,1.1466149688,1.1117055416,1.1843872060,19382,0.0990373217,195704,False,False,equipment,
476,50,N_003_v000,range,1.2272729455,1.2268018723,1.1843872070,1.2703032484,19400,0.0991292973,195704,False,False,equipment,
477,50,N_003_v000,range,1.3192026777,1.3137881756,1.2703032494,1.4759469032,19363,0.0989402363,195704,False,False,equipment,
478,51,P_001_v000,range,0.5339946385,0.5397837162,0.4141781926,0.6223347773,19572,0.1000081756,195704,False,False,equipment,
479,51,P_001_v000,range,0.6959630757,0.6955415606,0.6223347783,0.7697175731,19572,0.1000081756,195704,False,False,equipment,
480,51,P_001_v000,range,0.8299408459,0.8313328922,0.7697175741,0.8827863326,19570,0.0999979561,195704,False,False,equipment,
481,51,P_001_v000,range,0.9267925429,0.9292214811,0.8827863336,0.9639502754,19616,0.1002330049,195704,False,False,equipment,
482,51,P_001_v000,range,0.9905794849,0.9931623042,0.9639502764,1.0107568492,19592,0.1001103708,195704,False,False,equipment,
483,51,P_001_v000,range,1.0436210155,1.0428600907,1.0107568502,1.0785192241,19566,0.0999775171,195704,False,False,equipment,
484,51,P_001_v000,range,1.1222869243,1.1215366125,1.0785192251,1.1688790311,19557,0.0999315292,195704,False,False,equipment,
485,51,P_001_v000,range,1.2255999813,1.2241317034,1.1688790321,1.2884994735,19553,0.0999110902,195704,False,False,equipment,
486,51,P_001_v000,range,1.3533937993,1.3530081511,1.2884994745,1.4189525833,19583,0.1000643829,195704,False,False,equipment,
487,51,P_001_v000,range,1.4960015401,1.4921030998,1.4189525843,1.6423060894,19523,0.0997577975,195704,False,False,equipment,
488,52,P_001_v001,range,0.6800518699,0.6804912090,0.5979847312,0.7177046527,19571,0.1000030659,195704,False,False,equipment,
489,52,P_001_v001,range,0.7505720676,0.7513054907,0.7177046537,0.7799795856,19600,0.1001512488,195704,False,False,equipment,
490,52,P_001_v001,range,0.8059446980,0.8053803444,0.7799795866,0.8308679451,19617,0.1002381147,195704,False,False,equipment,
491,52,P_001_v001,range,0.8509621936,0.8512484133,0.8308679461,0.8699331870,19790,0.1011221028,195704,False,False,equipment,
492,52,P_001_v001,range,0.8864115890,0.8875505328,0.8699331880,0.8994018425,20737,0.1059610432,195704,False,False,equipment,
493,52,P_001_v001,range,0.9110364841,0.9104604125,0.8994018435,0.9253470888,19497,0.0996249438,195704,False,False,equipment,
494,52,P_001_v001,range,0.9437720209,0.9431575537,0.9253470898,0.9639785280,19285,0.0985416752,195704,False,False,equipment,
495,52,P_001_v001,range,0.9879809046,0.9875792861,0.9639785290,1.0148472776,19203,0.0981226751,195704,False,False,equipment,
496,52,P_001_v001,range,1.0453621995,1.0451586246,1.0148472786,1.0776741495,19415,0.0992059437,195704,False,False,equipment,
497,52,P_001_v001,range,1.1202614295,1.1141330004,1.0776741505,1.2488548756,18989,0.0970291869,195704,False,False,equipment,
498,53,P_002_v000,range,0.5624533117,0.5687951744,0.3526431322,0.6480306973,19570,0.0999979561,195704,False,False,equipment,
499,53,P_002_v000,range,0.7193399369,0.7220419943,0.6480306983,0.7857848992,19570,0.0999979561,195704,False,False,equipment,
500,53,P_002_v000,range,0.8399493183,0.8390693665,0.7857849002,0.8910436620,19595,0.1001257000,195704,False,False,equipment,
501,53,P_002_v000,range,0.9290272561,0.9295002520,0.8910436630,0.9645975818,19568,0.0999877366,195704,False,False,equipment,
502,53,P_002_v000,range,0.9905966500,0.9932799935,0.9645975828,1.0096245994,19589,0.1000950415,195704,False,False,equipment,
503,53,P_002_v000,range,1.0396859222,1.0381004810,1.0096246004,1.0730776777,19563,0.0999621878,195704,False,False,equipment,
504,53,P_002_v000,range,1.1146717263,1.1135499477,1.0730776787,1.1601670970,19565,0.0999724073,195704,False,False,equipment,
505,53,P_002_v000,range,1.2113843855,1.2122049332,1.1601670980,1.2643772354,19591,0.1001052610,195704,False,False,equipment,
506,53,P_002_v000,range,1.3267080706,1.3243005276,1.2643772364,1.3917267313,19549,0.0998906512,195704,False,False,equipment,
507,53,P_002_v000,range,1.4630441295,1.4566822648,1.3917267323,1.7268108130,19544,0.0998651024,195704,False,False,equipment,
508,54,P_002_v001,range,0.6566840408,0.6560464501,0.6071881056,0.6962676634,19600,0.1001512488,195704,False,False,equipment,
509,54,P_002_v001,range,0.7340761903,0.7364241779,0.6962676644,0.7665362348,19580,0.1000490537,195704,False,False,equipment,
510,54,P_002_v001,range,0.7967250077,0.7975090742,0.7665362358,0.8233518590,19567,0.0999826268,195704,False,False,equipment,
511,54,P_002_v001,range,0.8466496070,0.8474416137,0.8233518600,0.8682763567,19891,0.1016381883,195704,False,False,equipment,
512,54,P_002_v001,range,0.8892947258,0.8911252916,0.8682763577,0.9048045864,26974,0.1378306013,195704,False,False,equipment,
513,54,P_002_v001,range,0.9193318238,0.9184975922,0.9048045874,0.9366506328,18180,0.0928953930,195704,False,False,equipment,
514,54,P_002_v001,range,0.9580920055,0.9573073387,0.9366506338,0.9807174196,18037,0.0921646977,195704,False,False,equipment,
515,54,P_002_v001,range,1.0072899434,1.0071588755,0.9807174206,1.0344763984,17987,0.0919092098,195704,False,False,equipment,
516,54,P_002_v001,range,1.0662386658,1.0654876232,1.0344763994,1.1012717475,17972,0.0918325635,195704,False,False,equipment,
517,54,P_002_v001,range,1.1438712858,1.1403403282,1.1012717485,1.2591689825,17916,0.0915464170,195704,False,False,equipment,
518,55,B_001_v000,range,0.5439751580,0.5450386107,0.4426513314,0.5888319006,19570,0.0999979561,195704,False,False,equipment,
519,55,B_001_v000,range,0.6280071931,0.6292073131,0.5888319016,0.6638691415,19580,0.1000490537,195704,False,False,equipment,
520,55,B_001_v000,range,0.6935820698,0.6931044459,0.6638691425,0.7222817530,19575,0.1000235049,195704,False,False,equipment,
521,55,B_001_v000,range,0.7474929818,0.7478138208,0.7222817540,0.7696894993,19723,0.1007797490,195704,False,False,equipment,
522,55,B_001_v000,range,0.7869221016,0.7881594300,0.7696895003,0.7991863479,19571,0.1000030659,195704,False,False,equipment,
523,55,B_001_v000,range,0.8108113973,0.8092991710,0.7991863489,0.8271211376,19554,0.0999162000,195704,False,False,equipment,
524,55,B_001_v000,range,0.8502098199,0.8505304456,0.8271211386,0.8742455234,19533,0.0998088951,195704,False,False,equipment,
525,55,B_001_v000,range,0.9034071646,0.9032301307,0.8742455244,0.9333581914,19789,0.1011169930,195704,False,False,equipment,
526,55,B_001_v000,range,0.9696331624,0.9695221186,0.9333581924,1.0077362051,19487,0.0995738462,195704,False,False,equipment,
527,55,B_001_v000,range,1.0520851127,1.0510545373,1.0077362061,1.1384021044,19322,0.0987307362,195704,False,False,equipment,
528,56,B_001_v001,range,0.7117628669,0.7131732106,0.6554093957,0.7428225269,19573,0.1000132854,195704,False,False,equipment,
529,56,B_001_v001,range,0.7704108763,0.7712216377,0.7428225279,0.7958685746,19582,0.1000592732,195704,False,False,equipment,
530,56,B_001_v001,range,0.8189137611,0.8196408153,0.7958685756,0.8395405402,19787,0.1011067735,195704,False,False,equipment,
531,56,B_001_v001,range,0.8583808398,0.8589262366,0.8395405412,0.8749201288,19939,0.1018834566,195704,False,False,equipment,
532,56,B_001_v001,range,0.8881758634,0.8890705109,0.8749201298,0.8988642087,20399,0.1042339451,195704,False,False,equipment,
533,56,B_001_v001,range,0.9077552357,0.9069329500,0.8988642097,0.9192215790,19317,0.0987051874,195704,False,False,equipment,
534,56,B_001_v001,range,0.9351135467,0.9342421293,0.9192215800,0.9532477250,19299,0.0986132118,195704,False,False,equipment,
535,56,B_001_v001,range,0.9730719239,0.9723027945,0.9532477260,0.9953616848,19340,0.0988227119,195704,False,False,equipment,
536,56,B_001_v001,range,1.0212233836,1.0212381482,0.9953616858,1.0479292860,19260,0.0984139312,195704,False,False,equipment,
537,56,B_001_v001,range,1.0836282370,1.0814020634,1.0479292870,1.1756886244,19208,0.0981482238,195704,False,False,equipment,
538,57,B_015_v000,range,0.5329551552,0.5329897404,0.4600216448,0.5779781928,19571,0.1000030659,195704,False,False,equipment,
539,57,B_015_v000,range,0.6195673782,0.6219061017,0.5779781938,0.6555919637,19576,0.1000286146,195704,False,False,equipment,
540,57,B_015_v000,range,0.6893150102,0.6896278560,0.6555919647,0.7207883586,19570,0.0999979561,195704,False,False,equipment,
541,57,B_015_v000,range,0.7456300536,0.7461266816,0.7207883596,0.7690997710,19570,0.0999979561,195704,False,False,equipment,
542,57,B_015_v000,range,0.7872652387,0.7887147367,0.7690997720,0.8007786860,20836,0.1064669092,195704,False,False,equipment,
543,57,B_015_v000,range,0.8130845973,0.8113888800,0.8007786870,0.8304295530,19360,0.0989249070,195704,False,False,equipment,
544,57,B_015_v000,range,0.8550238277,0.8551616967,0.8304295540,0.8810008158,19366,0.0989555655,195704,False,False,equipment,
545,57,B_015_v000,range,0.9103822257,0.9094305634,0.8810008168,0.9425055375,19415,0.0992059437,195704,False,False,equipment,
546,57,B_015_v000,range,0.9789195969,0.9792351723,0.9425055385,1.0180094232,19237,0.0982964068,195704,False,False,equipment,
547,57,B_015_v000,range,1.0641585737,1.0617530346,1.0180094242,1.1374347210,19203,0.0981226751,195704,False,False,equipment,
548,58,B_015_v001,range,0.7078903732,0.7084988356,0.6616082191,0.7388323535,19580,0.1000490537,195704,False,False,equipment,
549,58,B_015_v001,range,0.7675310068,0.7685531974,0.7388323545,0.7940765609,19578,0.1000388342,195704,False,False,equipment,
550,58,B_015_v001,range,0.8177276935,0.8186305165,0.7940765619,0.8395546069,19654,0.1004271757,195704,False,False,equipment,
551,58,B_015_v001,range,0.8589557297,0.8595282435,0.8395546079,0.8756470670,20281,0.1036309937,195704,False,False,equipment,
552,58,B_015_v001,range,0.8883696126,0.8888558745,0.8756470680,0.8988581886,19985,0.1021185055,195704,False,False,equipment,
553,58,B_015_v001,range,0.9084640172,0.9076111317,0.8988581896,0.9203184237,19418,0.0992212729,195704,False,False,equipment,
554,58,B_015_v001,range,0.9365103393,0.9361257553,0.9203184247,0.9541428079,19329,0.0987665045,195704,False,False,equipment,
555,58,B_015_v001,range,0.9767250909,0.9769403934,0.9541428089,0.9994610538,19437,0.0993183583,195704,False,False,equipment,
556,58,B_015_v001,range,1.0250001909,1.0238279700,0.9994610548,1.0539844026,19224,0.0982299800,195704,False,False,equipment,
557,58,B_015_v001,range,1.0875613450,1.0838395953,1.0539844036,1.1684006453,19218,0.0981993214,195704,False,False,equipment,
558,59,B_120_v000,range,0.5223718332,0.5237780809,0.4600755870,0.5695872297,19572,0.1000081756,195704,False,False,equipment,
559,59,B_120_v000,range,0.6112791123,0.6124002337,0.5695872307,0.6514423480,19572,0.1000081756,195704,False,False,equipment,
560,59,B_120_v000,range,0.6859191888,0.6863061190,0.6514423490,0.7175117721,19571,0.1000030659,195704,False,False,equipment,
561,59,B_120_v000,range,0.7433429349,0.7438673675,0.7175117731,0.7663750042,19576,0.1000286146,195704,False,False,equipment,
562,59,B_120_v000,range,0.7869931917,0.7885536551,0.7663750052,0.8017116179,22083,0.1128387769,195704,False,False,equipment,
563,59,B_120_v000,range,0.8168460423,0.8161781430,0.8017116189,0.8360637416,19097,0.0975810408,195704,False,False,equipment,
564,59,B_120_v000,range,0.8599568742,0.8594756126,0.8360637426,0.8859233250,19064,0.0974124188,195704,False,False,equipment,
565,59,B_120_v000,range,0.9176438945,0.9164659381,0.8859233260,0.9502454986,19097,0.0975810408,195704,False,False,equipment,
566,59,B_120_v000,range,0.9890383400,0.9886068702,0.9502454996,1.0297232856,19037,0.0972744553,195704,False,False,equipment,
567,59,B_120_v000,range,1.0764477364,1.0739151239,1.0297232866,1.1550579071,19035,0.0972642358,195704,False,False,equipment,
568,60,B_120_v001,range,0.7159924333,0.7158551216,0.6624543667,0.7476379265,19595,0.1001257000,195704,False,False,equipment,
569,60,B_120_v001,range,0.7737550969,0.7742719948,0.7476379275,0.7992411842,19574,0.1000183951,195704,False,False,equipment,
570,60,B_120_v001,range,0.8211637116,0.8210500479,0.7992411852,0.8428894271,19567,0.0999826268,195704,False,False,equipment,
571,60,B_120_v001,range,0.8604780506,0.8604694605,0.8428894281,0.8768734326,19815,0.1012498467,195704,False,False,equipment,
572,60,B_120_v001,range,0.8939011407,0.8947089016,0.8768734336,0.9080845704,30786,0.1573089973,195704,False,False,equipment,
573,60,B_120_v001,range,0.9197257437,0.9192745686,0.9080845714,0.9336376180,17289,0.0883425990,195704,False,False,equipment,
574,60,B_120_v001,range,0.9494497766,0.9496623874,0.9336376190,0.9665380110,17351,0.0886594040,195704,False,False,equipment,
575,60,B_120_v001,range,0.9847908490,0.9841558933,0.9665380120,1.0067027797,17281,0.0883017210,195704,False,False,equipment,
576,60,B_120_v001,range,1.0296828347,1.0296741724,1.0067027807,1.0541667928,17290,0.0883477088,195704,False,False,equipment,
577,60,B_120_v001,range,1.0856246423,1.0830252767,1.0541667938,1.1736639738,17156,0.0876630013,195704,False,False,equipment,
578,61,B_198_v000,range,0.5160723122,0.5169667006,0.4595503509,0.5639958968,19571,0.1000030659,195704,False,False,equipment,
579,61,B_198_v000,range,0.6066895681,0.6063277125,0.5639958978,0.6472414126,19581,0.1000541634,195704,False,False,equipment,
580,61,B_198_v000,range,0.6830562243,0.6841840446,0.6472414136,0.7160038342,19580,0.1000490537,195704,False,False,equipment,
581,61,B_198_v000,range,0.7429668268,0.7434947491,0.7160038352,0.7675734152,19692,0.1006213465,195704,False,False,equipment,
582,61,B_198_v000,range,0.7865788307,0.7876490951,0.7675734162,0.8002914180,20485,0.1046733843,195704,False,False,equipment,
583,61,B_198_v000,range,0.8146284050,0.8138614595,0.8002914190,0.8342198123,19534,0.0998140048,195704,False,False,equipment,
584,61,B_198_v000,range,0.8594191861,0.8590368629,0.8342198133,0.8873025765,19574,0.1000183951,195704,False,False,equipment,
585,61,B_198_v000,range,0.9199013657,0.9198880792,0.8873025775,0.9547572722,19242,0.0983219556,195704,False,False,equipment,
586,61,B_198_v000,range,0.9935063735,0.9924759269,0.9547572732,1.0343435993,19278,0.0985059069,195704,False,False,equipment,
587,61,B_198_v000,range,1.0817512447,1.0803450346,1.0343436003,1.1513674259,19167,0.0979387238,195704,False,False,equipment,
588,62,B_198_v001,range,0.7023991067,0.7013704181,0.6582553983,0.7339009633,19603,0.1001665781,195704,False,False,equipment,
589,62,B_198_v001,range,0.7644074653,0.7651906312,0.7339009643,0.7916973223,19648,0.1003965172,195704,False,False,equipment,
590,62,B_198_v001,range,0.8158808027,0.8175181150,0.7916973233,0.8379927268,19812,0.1012345174,195704,False,False,equipment,
591,62,B_198_v001,range,0.8585183011,0.8596076071,0.8379927278,0.8761897673,20364,0.1040551036,195704,False,False,equipment,
592,62,B_198_v001,range,0.8936790726,0.8947684765,0.8761897683,0.9077509632,29289,0.1496596901,195704,False,False,equipment,
593,62,B_198_v001,range,0.9201515236,0.9197094440,0.9077509642,0.9344882955,17689,0.0903865021,195704,False,False,equipment,
594,62,B_198_v001,range,0.9520640180,0.9519085288,0.9344882965,0.9710781564,17355,0.0886798430,195704,False,False,equipment,
595,62,B_198_v001,range,0.9923844812,0.9923526645,0.9710781574,1.0134444227,17549,0.0896711360,195704,False,False,equipment,
596,62,B_198_v001,range,1.0383918677,1.0374482870,1.0134444237,1.0664435615,17199,0.0878827208,195704,False,False,equipment,
597,62,B_198_v001,range,1.0983004092,1.0956131816,1.0664435625,1.1749719381,17196,0.0878673916,195704,False,False,equipment,
598,63,B_233_v000,range,0.5096587256,0.5103138685,0.4414760172,0.5602314462,19572,0.1000081756,195704,False,False,equipment,
599,63,B_233_v000,range,0.6037279669,0.6055190563,0.5602314472,0.6443265070,19571,0.1000030659,195704,False,False,equipment,
600,63,B_233_v000,range,0.6810238823,0.6824892759,0.6443265080,0.7145231952,19593,0.1001154805,195704,False,False,equipment,
601,63,B_233_v000,range,0.7430641611,0.7438234687,0.7145231962,0.7689474811,19585,0.1000746025,195704,False,False,equipment,
602,63,B_233_v000,range,0.7884327391,0.7903180122,0.7689474821,0.8018870344,21197,0.1083115317,195704,False,False,equipment,
603,63,B_233_v000,range,0.8172632510,0.8165252209,0.8018870354,0.8367466917,19290,0.0985672240,195704,False,False,equipment,
604,63,B_233_v000,range,0.8626811841,0.8627058268,0.8367466927,0.8907315721,19266,0.0984445898,195704,False,False,equipment,
605,63,B_233_v000,range,0.9244121412,0.9242084026,0.8907315731,0.9602196207,19211,0.0981635531,195704,False,False,equipment,
606,63,B_233_v000,range,1.0001498774,1.0000007749,0.9602196217,1.0426481952,19220,0.0982095409,195704,False,False,equipment,
607,63,B_233_v000,range,1.0910570473,1.0895926952,1.0426481962,1.1574087143,19199,0.0981022360,195704,False,False,equipment,
608,64,B_233_v001,range,0.7120870839,0.7116432190,0.6675828695,0.7428286066,19664,0.1004782733,195704,False,False,equipment,
609,64,B_233_v001,range,0.7702574122,0.7706154585,0.7428286076,0.7968760719,19563,0.0999621878,195704,False,False,equipment,
610,64,B_233_v001,range,0.8196743143,0.8196622431,0.7968760729,0.8415613760,19650,0.1004067367,195704,False,False,equipment,
611,64,B_233_v001,range,0.8600296713,0.8605971038,0.8415613770,0.8762057414,20388,0.1041777378,195704,False,False,equipment,
612,64,B_233_v001,range,0.8932070385,0.8945512176,0.8762057424,0.9066278328,27881,0.1424651515,195704,False,False,equipment,
613,64,B_233_v001,range,0.9182295266,0.9176125228,0.9066278338,0.9313065400,17734,0.0906164412,195704,False,False,equipment,
614,64,B_233_v001,range,0.9481310547,0.9479791522,0.9313065410,0.9662563791,17745,0.0906726485,195704,False,False,equipment,
615,64,B_233_v001,range,0.9860351238,0.9858584702,0.9662563801,1.0079947700,17750,0.0906981973,195704,False,False,equipment,
616,64,B_233_v001,range,1.0327645883,1.0328088999,1.0079947710,1.0578294982,17737,0.0906317704,195704,False,False,equipment,
617,64,B_233_v001,range,1.0910686529,1.0888319612,1.0578294992,1.1868066788,17592,0.0898908556,195704,False,False,equipment,
618,65,B_273_v000,range,0.5230654053,0.5233896375,0.4670001864,0.5706142177,19574,0.1000183951,195704,False,False,equipment,
619,65,B_273_v000,range,0.6131555471,0.6142534018,0.5706142187,0.6516889324,19572,0.1000081756,195704,False,False,equipment,
620,65,B_273_v000,range,0.6855248411,0.6860235035,0.6516889334,0.7181561579,19570,0.0999979561,195704,False,False,equipment,
621,65,B_273_v000,range,0.7456958400,0.7465418577,0.7181561589,0.7698312392,19743,0.1008819442,195704,False,False,equipment,
622,65,B_273_v000,range,0.7882035910,0.7902107239,0.7698312402,0.8012233367,20591,0.1052150186,195704,False,False,equipment,
623,65,B_273_v000,range,0.8154262759,0.8144942820,0.8012233377,0.8348208656,19336,0.0988022728,195704,False,False,equipment,
624,65,B_273_v000,range,0.8584070413,0.8579716086,0.8348208666,0.8851588358,19383,0.0990424314,195704,False,False,equipment,
625,65,B_273_v000,range,0.9176914050,0.9173682332,0.8851588368,0.9511049380,19505,0.0996658219,195704,False,False,equipment,
626,65,B_273_v000,range,0.9908350701,0.9908151627,0.9511049390,1.0312200775,19215,0.0981839922,195704,False,False,equipment,
627,65,B_273_v000,range,1.0772075720,1.0759369135,1.0312200785,1.1364200115,19215,0.0981839922,195704,False,False,equipment,
628,66,B_273_v001,range,0.7080554891,0.7086376548,0.6666684151,0.7383484234,19583,0.1000643829,195704,False,False,equipment,
629,66,B_273_v001,range,0.7673849901,0.7673825026,0.7383484244,0.7937540402,19578,0.1000388342,195704,False,False,equipment,
630,66,B_273_v001,range,0.8181900494,0.8193422556,0.7937540412,0.8404356827,19623,0.1002687732,195704,False,False,equipment,
631,66,B_273_v001,range,0.8587013081,0.8589670658,0.8404356837,0.8754388680,19724,0.1007848588,195704,False,False,equipment,
632,66,B_273_v001,range,0.8886747723,0.8896610141,0.8754388690,0.8992220153,20623,0.1053785308,195704,False,False,equipment,
633,66,B_273_v001,range,0.9093623987,0.9082621336,0.8992220163,0.9225465049,20021,0.1023024568,195704,False,False,equipment,
634,66,B_273_v001,range,0.9389341022,0.9388543963,0.9225465059,0.9573944201,19225,0.0982350897,195704,False,False,equipment,
635,66,B_273_v001,range,0.9795198750,0.9788984954,0.9573944211,1.0034307231,19110,0.0976474676,195704,False,False,equipment,
636,66,B_273_v001,range,1.0289071736,1.0285644531,1.0034307241,1.0563242425,19167,0.0979387238,195704,False,False,equipment,
637,66,B_273_v001,range,1.0915585197,1.0884905457,1.0563242435,1.1849573851,19050,0.0973408821,195704,False,False,equipment,
638,67,B_286_v000,range,0.5088314243,0.5115849674,0.4472735226,0.5586346378,19572,0.1000081756,195704,False,False,equipment,
639,67,B_286_v000,range,0.6036748574,0.6035854220,0.5586346388,0.6447843899,19584,0.1000694927,195704,False,False,equipment,
640,67,B_286_v000,range,0.6812319934,0.6828372478,0.6447843909,0.7137456526,19615,0.1002278952,195704,False,False,equipment,
641,67,B_286_v000,range,0.7426708127,0.7434942126,0.7137456536,0.7676794519,19570,0.0999979561,195704,False,False,equipment,
642,67,B_286_v000,range,0.7882099701,0.7902228832,0.7676794529,0.8028615107,21880,0.1118014961,195704,False,False,equipment,
643,67,B_286_v000,range,0.8195997477,0.8191733360,0.8028615117,0.8404756774,19247,0.0983475044,195704,False,False,equipment,
644,67,B_286_v000,range,0.8652780067,0.8649448156,0.8404756784,0.8931908597,19065,0.0974175285,195704,False,False,equipment,
645,67,B_286_v000,range,0.9258943398,0.9253084660,0.8931908607,0.9623398771,19111,0.0976525774,195704,False,False,equipment,
646,67,B_286_v000,range,1.0030346036,1.0018856525,0.9623398781,1.0456054201,19037,0.0972744553,195704,False,False,equipment,
647,67,B_286_v000,range,1.0930389527,1.0919686556,1.0456054211,1.1570415497,19023,0.0972029187,195704,False,False,equipment,
648,68,B_286_v001,range,0.7226217501,0.7221441865,0.6725174189,0.7530925860,19573,0.1000132854,195704,False,False,equipment,
649,68,B_286_v001,range,0.7781666921,0.7780978382,0.7530925870,0.8025386323,19578,0.1000388342,195704,False,False,equipment,
650,68,B_286_v001,range,0.8243322956,0.8251661062,0.8025386333,0.8443905105,19687,0.1005957977,195704,False,False,equipment,
